state,abbreviation,date,cases
Arkansas,AR,2020-02-04,0
Arkansas,AR,2020-02-05,0
Arkansas,AR,2020-02-06,0
Arkansas,AR,2020-02-07,0
Arkansas,AR,2020-02-08,0
Arkansas,AR,2020-02-09,0
Arkansas,AR,2020-02-10,0
Arkansas,AR,2020-02-11,0
Arkansas,AR,2020-02-12,0
Arkansas,AR,2020-02-13,0
Arkansas,AR,2020-02-14,0
Arkansas,AR,2020-02-15,0
Arkansas,AR,2020-02-16,0
Arkansas,AR,2020-02-17,0
Arkansas,AR,2020-02-18,0
Arkansas,AR,2020-02-19,0
Arkansas,AR,2020-02-20,0
Arkansas,AR,2020-02-21,0
Arkansas,AR,2020-02-22,0
Arkansas,AR,2020-02-23,0
Arkansas,AR,2020-02-24,0
Arkansas,AR,2020-02-25,0
Arkansas,AR,2020-02-26,0
Arkansas,AR,2020-02-27,0
Arkansas,AR,2020-02-28,0
Arkansas,AR,2020-02-29,0
Arkansas,AR,2020-03-01,0
Arkansas,AR,2020-03-02,0
Arkansas,AR,2020-03-03,0
Arkansas,AR,2020-03-04,0
Arkansas,AR,2020-03-05,0
Arkansas,AR,2020-03-06,0
Arkansas,AR,2020-03-07,0
Arkansas,AR,2020-03-08,0
Arkansas,AR,2020-03-09,0
Arkansas,AR,2020-03-10,0
Arkansas,AR,2020-03-11,1
Arkansas,AR,2020-03-12,6
Arkansas,AR,2020-03-13,6
Arkansas,AR,2020-03-14,12
Arkansas,AR,2020-03-15,16
Arkansas,AR,2020-03-16,22
Arkansas,AR,2020-03-17,22
Arkansas,AR,2020-03-18,33
Arkansas,AR,2020-03-19,62
Arkansas,AR,2020-03-20,96
Arkansas,AR,2020-03-21,122
Arkansas,AR,2020-03-22,165
California,CA,2020-01-22,0
California,CA,2020-01-23,0
California,CA,2020-01-24,0
California,CA,2020-01-25,0
California,CA,2020-01-26,0
California,CA,2020-01-27,0
California,CA,2020-01-28,0
California,CA,2020-01-29,0
California,CA,2020-01-30,0
California,CA,2020-01-31,0
California,CA,2020-02-01,0
California,CA,2020-02-02,0
California,CA,2020-02-03,0
California,CA,2020-02-04,0
California,CA,2020-02-05,0
California,CA,2020-02-06,0
California,CA,2020-02-07,0
California,CA,2020-02-08,0
California,CA,2020-02-09,0
California,CA,2020-02-10,0
California,CA,2020-02-11,0
California,CA,2020-02-12,0
California,CA,2020-02-13,0
California,CA,2020-02-14,0
California,CA,2020-02-15,0
California,CA,2020-02-16,0
California,CA,2020-02-17,0
California,CA,2020-02-18,0
California,CA,2020-02-19,0
California,CA,2020-02-20,0
California,CA,2020-02-21,0
California,CA,2020-02-22,0
California,CA,2020-02-23,0
California,CA,2020-02-24,0
California,CA,2020-02-25,0
California,CA,2020-02-26,0
California,CA,2020-02-27,0
California,CA,2020-02-28,0
California,CA,2020-02-29,0
California,CA,2020-03-01,0
California,CA,2020-03-02,0
California,CA,2020-03-03,0
California,CA,2020-03-04,0
California,CA,2020-03-05,0
California,CA,2020-03-06,0
California,CA,2020-03-07,0
California,CA,2020-03-08,0
California,CA,2020-03-09,0
California,CA,2020-03-10,144
California,CA,2020-03-11,177
California,CA,2020-03-12,221
California,CA,2020-03-13,282
California,CA,2020-03-14,340
California,CA,2020-03-15,426
California,CA,2020-03-16,557
California,CA,2020-03-17,698
California,CA,2020-03-18,751
California,CA,2020-03-19,952
California,CA,2020-03-20,1177
California,CA,2020-03-21,1364
California,CA,2020-03-22,1642
Colorado,CO,2020-01-22,0
Colorado,CO,2020-01-23,0
Colorado,CO,2020-01-24,0
Colorado,CO,2020-01-25,0
Colorado,CO,2020-01-26,0
Colorado,CO,2020-01-27,0
Colorado,CO,2020-01-28,0
Colorado,CO,2020-01-29,0
Colorado,CO,2020-01-30,0
Colorado,CO,2020-01-31,0
Colorado,CO,2020-02-01,0
Colorado,CO,2020-02-02,0
Colorado,CO,2020-02-03,0
Colorado,CO,2020-02-04,0
Colorado,CO,2020-02-05,0
Colorado,CO,2020-02-06,0
Colorado,CO,2020-02-07,0
Colorado,CO,2020-02-08,0
Colorado,CO,2020-02-09,0
Colorado,CO,2020-02-10,0
Colorado,CO,2020-02-11,0
Colorado,CO,2020-02-12,0
Colorado,CO,2020-02-13,0
Colorado,CO,2020-02-14,0
Colorado,CO,2020-02-15,0
Colorado,CO,2020-02-16,0
Colorado,CO,2020-02-17,0
Colorado,CO,2020-02-18,0
Colorado,CO,2020-02-19,0
Colorado,CO,2020-02-20,0
Colorado,CO,2020-02-21,0
Colorado,CO,2020-02-22,0
Colorado,CO,2020-02-23,0
Colorado,CO,2020-02-24,0
Colorado,CO,2020-02-25,0
Colorado,CO,2020-02-26,0
Colorado,CO,2020-02-27,0
Colorado,CO,2020-02-28,0
Colorado,CO,2020-02-29,0
Colorado,CO,2020-03-01,0
Colorado,CO,2020-03-02,0
Colorado,CO,2020-03-03,0
Colorado,CO,2020-03-04,0
Colorado,CO,2020-03-05,0
Colorado,CO,2020-03-06,0
Colorado,CO,2020-03-07,0
Colorado,CO,2020-03-08,0
Colorado,CO,2020-03-09,0
Colorado,CO,2020-03-10,15
Colorado,CO,2020-03-11,34
Colorado,CO,2020-03-12,45
Colorado,CO,2020-03-13,49
Colorado,CO,2020-03-14,101
Colorado,CO,2020-03-15,131
Colorado,CO,2020-03-16,160
Colorado,CO,2020-03-17,160
Colorado,CO,2020-03-18,184
Colorado,CO,2020-03-19,277
Colorado,CO,2020-03-20,363
Colorado,CO,2020-03-21,390
Colorado,CO,2020-03-22,476
Connecticut,CT,2020-01-22,0
Connecticut,CT,2020-01-23,0
Connecticut,CT,2020-01-24,0
Connecticut,CT,2020-01-25,0
Connecticut,CT,2020-01-26,0
Connecticut,CT,2020-01-27,0
Connecticut,CT,2020-01-28,0
Connecticut,CT,2020-01-29,0
Connecticut,CT,2020-01-30,0
Connecticut,CT,2020-01-31,0
Connecticut,CT,2020-02-01,0
Connecticut,CT,2020-02-02,0
Connecticut,CT,2020-02-03,0
Connecticut,CT,2020-02-04,0
Connecticut,CT,2020-02-05,0
Connecticut,CT,2020-02-06,0
Connecticut,CT,2020-02-07,0
Connecticut,CT,2020-02-08,0
Connecticut,CT,2020-02-09,0
Connecticut,CT,2020-02-10,0
Connecticut,CT,2020-02-11,0
Connecticut,CT,2020-02-12,0
Connecticut,CT,2020-02-13,0
Connecticut,CT,2020-02-14,0
Connecticut,CT,2020-02-15,0
Connecticut,CT,2020-02-16,0
Connecticut,CT,2020-02-17,0
Connecticut,CT,2020-02-18,0
Connecticut,CT,2020-02-19,0
Connecticut,CT,2020-02-20,0
Connecticut,CT,2020-02-21,0
Connecticut,CT,2020-02-22,0
Connecticut,CT,2020-02-23,0
Connecticut,CT,2020-02-24,0
Connecticut,CT,2020-02-25,0
Connecticut,CT,2020-02-26,0
Connecticut,CT,2020-02-27,0
Connecticut,CT,2020-02-28,0
Connecticut,CT,2020-02-29,0
Connecticut,CT,2020-03-01,0
Connecticut,CT,2020-03-02,0
Connecticut,CT,2020-03-03,0
Connecticut,CT,2020-03-04,0
Connecticut,CT,2020-03-05,0
Connecticut,CT,2020-03-06,0
Connecticut,CT,2020-03-07,0
Connecticut,CT,2020-03-08,0
Connecticut,CT,2020-03-09,0
Connecticut,CT,2020-03-10,2
Connecticut,CT,2020-03-11,3
Connecticut,CT,2020-03-12,5
Connecticut,CT,2020-03-13,11
Connecticut,CT,2020-03-14,22
Connecticut,CT,2020-03-15,24
Connecticut,CT,2020-03-16,30
Connecticut,CT,2020-03-17,68
Connecticut,CT,2020-03-18,68
Connecticut,CT,2020-03-19,159
Connecticut,CT,2020-03-20,194
Connecticut,CT,2020-03-21,194
Connecticut,CT,2020-03-22,223
Delaware,DE,2020-01-22,0
Delaware,DE,2020-01-23,0
Delaware,DE,2020-01-24,0
Delaware,DE,2020-01-25,0
Delaware,DE,2020-01-26,0
Delaware,DE,2020-01-27,0
Delaware,DE,2020-01-28,0
Delaware,DE,2020-01-29,0
Delaware,DE,2020-01-30,0
Delaware,DE,2020-01-31,0
Delaware,DE,2020-02-01,0
Delaware,DE,2020-02-02,0
Delaware,DE,2020-02-03,0
Delaware,DE,2020-02-04,0
Delaware,DE,2020-02-05,0
Delaware,DE,2020-02-06,0
Delaware,DE,2020-02-07,0
Delaware,DE,2020-02-08,0
Delaware,DE,2020-02-09,0
Delaware,DE,2020-02-10,0
Delaware,DE,2020-02-11,0
Delaware,DE,2020-02-12,0
Delaware,DE,2020-02-13,0
Delaware,DE,2020-02-14,0
Delaware,DE,2020-02-15,0
Delaware,DE,2020-02-16,0
Delaware,DE,2020-02-17,0
Delaware,DE,2020-02-18,0
Delaware,DE,2020-02-19,0
Delaware,DE,2020-02-20,0
Delaware,DE,2020-02-21,0
Delaware,DE,2020-02-22,0
Delaware,DE,2020-02-23,0
Delaware,DE,2020-02-24,0
Delaware,DE,2020-02-25,0
Delaware,DE,2020-02-26,0
Delaware,DE,2020-02-27,0
Delaware,DE,2020-02-28,0
Delaware,DE,2020-02-29,0
Delaware,DE,2020-03-01,0
Delaware,DE,2020-03-02,0
Delaware,DE,2020-03-03,0
Delaware,DE,2020-03-04,0
Delaware,DE,2020-03-05,0
Delaware,DE,2020-03-06,0
Delaware,DE,2020-03-07,0
Delaware,DE,2020-03-08,0
Delaware,DE,2020-03-09,0
Delaware,DE,2020-03-10,0
Delaware,DE,2020-03-11,1
Delaware,DE,2020-03-12,1
Delaware,DE,2020-03-13,4
Delaware,DE,2020-03-14,6
Delaware,DE,2020-03-15,7
Delaware,DE,2020-03-16,8
Delaware,DE,2020-03-17,16
Delaware,DE,2020-03-18,19
Delaware,DE,2020-03-19,30
Delaware,DE,2020-03-20,38
Delaware,DE,2020-03-21,45
Delaware,DE,2020-03-22,47
District of Columbia,DC,2020-01-22,0
District of Columbia,DC,2020-01-23,0
District of Columbia,DC,2020-01-24,0
District of Columbia,DC,2020-01-25,0
District of Columbia,DC,2020-01-26,0
District of Columbia,DC,2020-01-27,0
District of Columbia,DC,2020-01-28,0
District of Columbia,DC,2020-01-29,0
District of Columbia,DC,2020-01-30,0
District of Columbia,DC,2020-01-31,0
District of Columbia,DC,2020-02-01,0
District of Columbia,DC,2020-02-02,0
District of Columbia,DC,2020-02-03,0
District of Columbia,DC,2020-02-04,0
District of Columbia,DC,2020-02-05,0
District of Columbia,DC,2020-02-06,0
District of Columbia,DC,2020-02-07,0
District of Columbia,DC,2020-02-08,0
District of Columbia,DC,2020-02-09,0
District of Columbia,DC,2020-02-10,0
District of Columbia,DC,2020-02-11,0
District of Columbia,DC,2020-02-12,0
District of Columbia,DC,2020-02-13,0
District of Columbia,DC,2020-02-14,0
District of Columbia,DC,2020-02-15,0
District of Columbia,DC,2020-02-16,0
District of Columbia,DC,2020-02-17,0
District of Columbia,DC,2020-02-18,0
District of Columbia,DC,2020-02-19,0
District of Columbia,DC,2020-02-20,0
District of Columbia,DC,2020-02-21,0
District of Columbia,DC,2020-02-22,0
District of Columbia,DC,2020-02-23,0
District of Columbia,DC,2020-02-24,0
District of Columbia,DC,2020-02-25,0
District of Columbia,DC,2020-02-26,0
District of Columbia,DC,2020-02-27,0
District of Columbia,DC,2020-02-28,0
District of Columbia,DC,2020-02-29,0
District of Columbia,DC,2020-03-01,0
District of Columbia,DC,2020-03-02,0
District of Columbia,DC,2020-03-03,0
District of Columbia,DC,2020-03-04,0
District of Columbia,DC,2020-03-05,0
District of Columbia,DC,2020-03-06,0
District of Columbia,DC,2020-03-07,0
District of Columbia,DC,2020-03-08,0
District of Columbia,DC,2020-03-09,0
District of Columbia,DC,2020-03-10,5
District of Columbia,DC,2020-03-11,10
District of Columbia,DC,2020-03-12,10
District of Columbia,DC,2020-03-13,10
District of Columbia,DC,2020-03-14,10
District of Columbia,DC,2020-03-15,16
District of Columbia,DC,2020-03-16,22
